,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Missed Count
144,26349,11/06/17,Trash - Curbside/Alley Missed Pickup,others also missed in area,3404 roundwood forest dr,37013.0,RED RIVER,3504,33.0,1786291.32390156,632229.331995665,True
145,26355,11/06/17,Trash Collection Complaint,paid back door pick  - does not need extra pick up - but wants you to remember this week to pick up on Wednesday,732 greeley dr,37205.0,RED RIVER,1305,23.0,1708630.56709068,652660.001181522,False
146,26378,11/06/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,2511 lakevilla dr,37217.0,RED RIVER,4502,29.0,1778601.17793013,636324.950423673,True
147,26391,11/06/17,Trash - Curbside/Alley Missed Pickup,The whole court miss trash/Friday. Also Roundwood Forest Dr 37013. Curb,212 Shoemaker Ct,37013.0,RED RIVER,3504,33.0,1786347.83130713,631973.157967746,True
148,26412,11/06/17,Trash - Curbside/Alley Missed Pickup,Missed.,3006 Goodwin Dr,37217.0,RED RIVER,2505,29.0,1783818.56442841,637801.602887005,True
149,26509,11/07/17,Trash Collection Complaint,"Alley pickup, last Wednesday trash/missed, does not want this to happen again tomorrow the 8th of Nov. ALLEY wants cart emptied and has overflow does not have anywhere else to set it. All bags should be pick up.  {SENDING A REMINDER}",5206 Dakota Ave,37209.0,RED RIVER,1308,24.0,1717415.36619102,661471.202868942,True
150,26511,11/07/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,3925 calumet dr,37013.0,RED RIVER,3504,33.0,1786639.64871135,631849.637928523,True
151,26516,11/07/17,Trash - Curbside/Alley Missed Pickup,Curb/trash missed last Friday. Why?,2974 McGavock Pike,37214.0,RED RIVER,1501,15.0,1769532.96319572,679440.799229027,True
152,26547,11/07/17,Trash - Curbside/Alley Missed Pickup,customer says the entire street was missed,4016 CALUMET DR,37013.0,RED RIVER,3504,33.0,1786217.87832428,631496.771868036,True
153,26551,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,224 Shoemaker Ct,37013.0,RED RIVER,3504,33.0,1786256.20093912,631876.547064561,True
154,26591,11/07/17,Trash - Backdoor,missed back door - back door,3040 Ned Shelton Rd,37217.0,RED RIVER,2504,29.0,1781246.61177347,641849.901288936,True
155,26673,11/07/17,Trash - Curbside/Alley Missed Pickup,customer says trash is not being picked up between 101-150 2nd Ave N,111 2nd Ave N,37201.0,Metro,,19.0,1739543.36496981,666600.801765471,False
156,26674,11/07/17,Trash - Curbside/Alley Missed Pickup,customer says trash is not being picked up between 101-150 2nd Ave N,111 2nd Ave N,37201.0,,,19.0,1739543.36496981,666600.801765471,False
157,26694,11/07/17,Trash Collection Complaint,Trash cart is being left in middle of drive way and at times in the ditch and turn over. She's disable and not able to get out and pickup. Please talk to driver.,571 Stevenson St,37209.0,RED RIVER,4203,20.0,1712803.9843619,664734.563405316,False
158,26737,11/07/17,Trash - Backdoor,Back door missed.,4213 Brush Hill Rd,37216.0,RED RIVER,2203,7.0,1757820.76308805,691476.199832402,True
159,26739,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,3316 Curtis Hill Ct,37218.0,RED RIVER,4204,2.0,1723755.41711946,680649.197306288,True
160,26745,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,1112 Joseph Ave A,37207.0,METRO,9207,5.0,1740730.56463376,677098.400346173,True
161,26746,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,824 Harvest Grove Dr,37013.0,,,33.0,1789788.38571365,626552.7647041,True
162,26812,11/08/17,Trash - Curbside/Alley Missed Pickup,"Curb Trash/miss one side of street, happen every time. Tuesday",1917 Valley Park Dr,37216.0,RED RIVER,1203,7.0,1758394.14595784,679124.245357154,True
163,26823,11/08/17,Trash - Backdoor,backdoor pick up missed,3114 moorewood dr,37207.0,RED RIVER,2202,3.0,1738636.16355867,692656.800330449,True
164,26828,11/08/17,Trash - Curbside/Alley Missed Pickup,Curb/trash dead end missed Tuesday.,3528 Pewitt Rd,37218.0,RED RIVER,3203,1.0,1722417.83575682,687919.298363714,True
165,26847,11/08/17,Trash Collection Complaint,entire street was missed yesterday 11/07/17,3550 Pewitt Rd,37218.0,,,1.0,1721976.12344177,687846.927251394,True
166,26851,11/08/17,Trash Collection Complaint,"missed pick up - missed block Tuesday bothside of street. Curb 
Will call the director of Public Works next time.",1103 Preston Dr,37206.0,RED RIVER,1201,6.0,1756688.56499823,675665.401288934,True
167,26864,11/08/17,Trash - Curbside/Alley Missed Pickup,customer says the trash pickup was missed again,3210 Whites Creek Pike,37207.0,RED RIVER,3201,3.0,1726432.96620837,691919.200296047,True
168,26867,11/08/17,Trash - Curbside/Alley Missed Pickup,entire street was missed yesterday 11/07/17,3550 Pewitt Rd,37218.0,RED RIVER,3203,1.0,1721976.12344177,687846.927251394,True
170,26878,11/08/17,Trash - Backdoor,"Backdoor/Trash missed 2 weeks in row, Tuesday.",2810 Noonan Dr,37206.0,RED RIVER,1201,6.0,1754313.46715737,669870.460704343,True
171,26886,11/08/17,Trash - Curbside/Alley Missed Pickup,"Curb/Trash miss for pick up Tuesday. Out Monday night and wants cart empty.

Steve Woodson
615-227-9888",400 Ewing Dr,37207.0,RED RIVER,3201,2.0,1737160.15221742,692018.771429761,True
172,26906,11/08/17,Trash - Backdoor,missed,4208 kings ct,37218.0,RED RIVER,3203,1.0,1717612.9669717,685917.60015175,True
173,26971,11/08/17,Damage to Property,truck is cutting into yard and damaging lawn,717 garrison dr,37207.0,RED RIVER,3205,2.0,1727317.06164019,688538.087798404,False
174,26981,11/08/17,Trash Collection Complaint,customer says the trash pickup is missed every week,2106 LYLE CT,37210.0,RED RIVER,4303,16.0,1751373.76423695,652462.402393076,True
175,27000,11/08/17,Trash - Backdoor,backdoor miss,2611 Sterling Boone Dr,37210.0,RED RIVER,4301,16.0,1750217.21553587,649674.00522473,True
176,27014,11/08/17,Trash - Curbside/Alley Missed Pickup,Missed.,3192 Robwood Dr,37207.0,RED RIVER,2202,3.0,1741891.36369762,693948.399300981,True
177,27018,11/08/17,Trash - Backdoor,cust says missed pickup,2833 Georgia Ave B,37209.0,METRO,9303,21.0,1726032.30907294,664835.417901276,True
178,27023,11/08/17,Trash - Curbside/Alley Missed Pickup,Missed. other homes were also missed on this street,103 Savoy Cir,37205.0,RED RIVER,2304S,24.0,1725167.34638759,654656.811868711,True
179,27028,11/08/17,Trash - Curbside/Alley Missed Pickup,MISSED AGAIN,3516 WEST END AVE,37205.0,METRO,9307,24.0,1725321.08602449,657055.751774673,True
180,27029,11/08/17,Trash - Curbside/Alley Missed Pickup,missed,2505 Booker St,37208.0,METRO,9303,21.0,1728098.18447442,666222.429500274,True
181,27032,11/08/17,Trash - Curbside/Alley Missed Pickup,customer says missed pickup every week,3702 Hobbs Rd,37215.0,RED RIVER,3304,34.0,1721317.06630747,645218.701907879,True
182,27050,11/09/17,Trash - Curbside/Alley Missed Pickup,Curb/Trash miss for Wednesday.,438 Coventry Dr,37211.0,RED RIVER,4302,26.0,1751014.56418274,636479.202540432,True
183,27056,11/09/17,Trash Collection Complaint,missed pick up Curb Wednesday,2801 Delaware Ave,37209.0,METRO,9303,21.0,1726720.96660779,664351.20270875,True
184,27118,11/09/17,Trash - Curbside/Alley Missed Pickup,Curb trash miss Tuesday.,3832 Dry Fork Rd,37189.0,RED RIVER,3201,1.0,1723086.56706473,698696.800243435,True
185,27119,11/09/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,3503 grayswood ave,37215.0,RED RIVER,3304,25.0,1722926.56667051,649645.602105628,True
186,27142,11/09/17,Trash Collection Complaint,Missed entire side of the street- says there are only 3 houses on that side of the street and he misses them frequently.,608 cedarhill ct,37013.0,RED RIVER,4403,31.0,1758801.65349629,622091.097698503,True
187,27145,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed every week.,608 Eastboro Dr B,37209.0,RED RIVER,4203,20.0,1712305.1175881,663781.543860908,True
188,27179,11/09/17,Trash Collection Complaint,missed back door trash last week,208 donelson pike,37214.0,RED RIVER,1505,15.0,1772254.42773352,666151.089738713,True
189,27203,11/09/17,Trash - Curbside/Alley Missed Pickup,Truck missed trash pick up on Wednesday 8th,409 Brook Hollow Rd,37205.0,RED RIVER,1301,23.0,1706724.96729118,646924.001875584,True
190,27220,11/09/17,Trash - Curbside/Alley Missed Pickup,"My trash not collected but neighbor's trash was. My address 264 Riverside Dr, 37206",264 Riverside Dr,37206.0,RED RIVER,1201,6.0,1753932.88066917,670849.589966021,False
191,27221,11/09/17,Trash - Backdoor,Missed paid backdoor trash.,4019 skyline dr,37215.0,RED RIVER,3304,34.0,1722670.50345558,646185.230436954,True
192,27229,11/09/17,Trash - Curbside/Alley Missed Pickup,trash missed past 2 weeks,415 35th ave N,37209.0,WASTE IND,3306,21.0,1724395.9946724,663795.769164392,True
193,27234,11/09/17,Trash - Curbside/Alley Missed Pickup,"trash missed pick up
please note if resident is not using correct cart",68 ravenwood hills cir,37215.0,RED RIVER,3303S,25.0,1728043.34715978,640999.191433109,True
194,27242,11/09/17,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,918 W GREENWOOD AVE,37206.0,WASTE IND,2509,5.0,1746588.96400056,676985.599245641,True
195,27244,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed pickup,552 JUDD DR,37218.0,RED RIVER,3203,1.0,1718575.51621426,688959.286318059,True
196,27276,11/09/17,Trash Collection Complaint,Missed - frequently missed says she is tired of calling every week.,1009 Massman Dr,37217.0,RED RIVER,1401,13.0,1759435.96428296,657008.601943253,True
197,27298,11/09/17,Trash - Backdoor,Backdoor,705 Yoest Cir,37013.0,RED RIVER,4404,31.0,1764643.95566055,625321.009309562,False
198,27300,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed.,2019 Beech Ave B,37204.0,METRO,9401,17.0,1737916.82947988,655806.175709279,True
199,27309,11/09/17,Trash - Curbside/Alley Missed Pickup,missed trash pickup,1903 VALLEY PARK DR,37216.0,RED RIVER,1203,7.0,1757982.17240361,679186.417947719,True
200,27313,11/09/17,Trash Collection Complaint,Missed for the 2nd week in a row.,496 Whispering Hills Dr,37211.0,RED RIVER,3401,27.0,1755478.43155001,629550.787560172,True
201,27314,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed.,2015 Beech Ave C,37204.0,METRO,9401,17.0,1737886.97397215,655886.034443263,True
202,27318,11/09/17,Trash - Curbside/Alley Missed Pickup,Trash was not picked up at 244 Ash Grove Dr 37211,244 Ash Grove Dr,37211.0,RED RIVER,4404,31.0,1761056.65455194,625068.871946218,False
203,27319,11/09/17,Trash Collection Complaint,"For the second week in a row, my trash was not picked up.... I have a video that shows the truck picking up a can 15 feet across the street from mine and then backing down the road and leaving mine. 

My expectation is that mine is picked up by noon on Friday and a resolution to this issue. If I am not leaving the cart in the right location (at the end of my driveway and not in the street) I am happy to discuss. perform an on site evaluation of my location, the cart is sitting exactly where it has been since 9 pm last night.

I am happy to be on site during any evaluation to discuss a remedy to the issue but I will not continue to contact you weekly to ask that you perform a job that you are being compensated for with my tax dollars. If my location and service can't continue, then I will find an alternative source and ask for reimbursements from your department.",5115 Greentree Dr,37211.0,RED RIVER,3401,27.0,1750027.36356976,630031.202408004,False
204,27371,11/11/17,Trash - Curbside/Alley Missed Pickup,failure to pick trash up on 11/10/17-didn't do Southern Way or Daisy Trail,3600 Southern Way,37013.0,RED RIVER,3502,33.0,1792244.46041254,635113.189730122,False
205,27376,11/11/17,Trash - Curbside/Alley Missed Pickup,"Trash has not been picked up in 2 weeks. Not picked up 11/3, 11/10 Veterans Day, or 11/11.",2014 Franklin Ave,37206.0,METRO,9503,6.0,1752199.3179678,674262.81261504,False
206,27385,11/12/17,Trash - Curbside/Alley Missed Pickup,Trash was not picked up on designated day. Metro water contractor BLD frequently blocks my curb.,3288 New Towne rd,37013.0,RED RIVER,3503,33.0,1789770.66790532,633416.755269658,False
207,27391,11/13/17,Trash Collection Complaint,"The photo attached is only an example of numerous places where small 1yard diameter puddles of glass are left after trash collection days.I have forwarded numerous examples of this happening over the past year to Pubic Works and our Council Member (district 6), but the problem continues.Is it possible for employees of the trucks, upon seeing that they are leaving behind dangerous debris in the right of way, simply sweep this? As it has been explained that this occurs when the equipment malfunctions.The glass debris frequently in the roadway is both litter and creates unsafe driving conditions for various users of the road.",410 S 15th St,37206.0,METRO,9508,6.0,1748631.04471704,669699.575119412,False
208,27509,11/13/17,Trash - Curbside/Alley Missed Pickup,"Curb trash miss for some people, Friday.",3401 Daisy Trl,37013.0,RED RIVER,3502,33.0,1791034.02009517,635122.850709946,True
209,27510,11/13/17,Trash - Curbside/Alley Missed Pickup,Missed.,2116 Burns St,37216.0,METRO,9505,7.0,1753163.36326376,679034.999389143,True
210,27511,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pick up - unit C,27 hart st C,37210.0,WASTE IND,4409,17.0,1744012.96480063,659286.402244685,True
211,27518,11/13/17,Trash - Curbside/Alley Missed Pickup,Missed pickup for the entire street,809 DRESDEN CT,37013.0,RED RIVER,3502,33.0,1790941.27568585,635422.34569682,True
212,27524,11/13/17,Trash - Curbside/Alley Missed Pickup,Missed. Entire cul de sac was missed.,3217 oakview ct,37013.0,RED RIVER,3504,33.0,1788890.144134,634798.696433459,True
213,27538,11/13/17,Trash - Curbside/Alley Missed Pickup,Missed.,908 Kalvesta Ct,37013.0,RED RIVER,3502,33.0,1791235.62590081,635419.565541404,True
214,27551,11/13/17,Trash Collection Complaint,Missed.,925 Kalvesta Ct,37013.0,RED RIVER,3502,33.0,1791524.84321622,635540.610154228,True
215,27558,11/13/17,Trash Collection Complaint,"Missed entire court, Trash wants a call back on this matter. Friday.",925 Kalvesta Ct,37013.0,RED RIVER,3502,33.0,1791524.84321622,635540.610154228,True
216,27583,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pickup; customer says the entire street may have been missed,3312 TOWNESHIP RD,37013.0,RED RIVER,3504,33.0,1789449.76473124,632514.401835768,True
217,27595,11/13/17,Trash - Curbside/Alley Missed Pickup,trash missed - other missed in area,3604 southern way,37013.0,RED RIVER,3502,33.0,1792206.73327623,635064.683127069,True
218,27615,11/13/17,Trash Collection Complaint,"Trash/cart damage, due to trash/truck that slams cart down really hard now cart has big crack/split on the body of cart, lid is damage hinges broken. Driver of truck needs to be more careful when picking up carts. Also place cart back where they pickup, not leaving them in the street.",3807 Richland Ave,37205.0,METRO,9307,24.0,1722800.2921944,656261.387103443,False
219,27637,11/13/17,Trash - Curbside/Alley Missed Pickup,They completely drove by my house Friday and picked up my neighbor's trash.,2311 whipple pl,37214.0,RED RIVER,2503,15.0,1766263.59317649,665885.781372629,False
220,27645,11/13/17,Trash - Curbside/Alley Missed Pickup,Customer says the trash was missed for the entire week,813 DRESDEN CT,37013.0,RED RIVER,3502,33.0,1790856.99442667,635460.498138672,True
221,27648,11/13/17,Trash - Curbside/Alley Missed Pickup,Missed pick up,3429 Daisy Trl,37013.0,RED RIVER,3502,33.0,1791523.51349085,635116.451405442,True
222,27678,11/13/17,Trash - Curbside/Alley Missed Pickup,The whole street missed for last Friday/pickup. Curb,3300 Hamilton Church Rd,37013.0,RED RIVER,3504,33.0,1787670.03375471,630540.530906277,True
223,27687,11/13/17,Trash - Backdoor,"Customer says backdoor pickup was missed the past 2 weeks
said He had talked with Kimberly and confirmed paid in full",1144 Sewanee Rd,37220.0,RED RIVER,3302,34.0,1731663.36704106,639182.402269341,True
224,27688,11/13/17,Trash - Curbside/Alley Missed Pickup,Curb/trash miss last Friday. Check for others.,3524 daisy trl,37013.0,RED RIVER,3502,33.0,1792734.83027074,635043.482709305,True
225,27699,11/13/17,Trash - Backdoor,Backdoor/miss last week Thursday. Caller wants to make sure all garbage is emptied because of the overflow caller has.,313 Polk Ave,37210.0,WASTE IND,4407,17.0,1746454.54497573,655013.957999159,True
226,27704,11/13/17,Trash - Backdoor,Backdoor miss,3934 Pheasant Dr,37218.0,RED RIVER,3204,1.0,1723067.36520236,685516.800650624,True
227,27705,11/13/17,Trash Collection Complaint,"8 houses missed last Thursday, Every other week this street gets missed often. Thursday. Curb",161 Tusculum Rd,37013.0,RED RIVER,3404,30.0,1764032.16311813,627040.002296113,True
228,27718,11/13/17,Trash Collection Complaint,MISSED AGAIN - missed 3-4 times in past 2 months,3258 MCGAVOCK PIKE,37214.0,RED RIVER,1503,15.0,1768379.36482669,672352.801332234,True
229,27723,11/13/17,Trash - Backdoor,"Backdoor/trash will be pickup this Wednesday, {but will be going to Fl. and won't be coming back until Jan 31st. He will not have any garbage there until he comes back. So please do not cancel his backdoor/trash still in need. Until Jan 31st. 
{Not a missed reminder} only {read notes}",3614 Woodlawn Dr,37215.0,RED RIVER,2304,24.0,1723668.96716147,652958.401926112,True
